PROJECT_ID,BUG_ID,FRAME,SLOC,MAX_FRAME,BOTSING_SUCCESSFUL,GZOLTAR_SUCCESSFUL,DEFECTIVE_STATEMENT,GREEN_TEST_CASES,RED_TEST_CASES_HUMAN,RED_TEST_CASES_BOTSING,EXAM_HUMAN,EXAM_BOTSING,EXAM_HUMAN-BOTSING,SL_HUMAN,SL_BOTSING,SL_HUMAN-BOTSING,BASE_COMPARE,CATEGORY,DESCRIPTION
Math,31,4,11386,8,N,N,"org.apache.commons.math3.util$ContinuedFraction:134 org.apache.commons.math3.util$ContinuedFraction:135 org.apache.commons.math3.util$ContinuedFraction:143 org.apache.commons.math3.util$ContinuedFraction:144 org.apache.commons.math3.util$ContinuedFraction:145 org.apache.commons.math3.util$ContinuedFraction:146 org.apache.commons.math3.util$ContinuedFraction:147 org.apache.commons.math3.util$ContinuedFraction:148 org.apache.commons.math3.util$ContinuedFraction:149 org.apache.commons.math3.util$ContinuedFraction:150 org.apache.commons.math3.util$ContinuedFraction:151 org.apache.commons.math3.util$ContinuedFraction:152 org.apache.commons.math3.util$ContinuedFraction:153 org.apache.commons.math3.util$ContinuedFraction:154 org.apache.commons.math3.util$ContinuedFraction:155 org.apache.commons.math3.util$ContinuedFraction:156 org.apache.commons.math3.util$ContinuedFraction:157 org.apache.commons.math3.util$ContinuedFraction:158 org.apache.commons.math3.util$ContinuedFraction:159 org.apache.commons.math3.util$ContinuedFraction:160 org.apache.commons.math3.util$ContinuedFraction:161 org.apache.commons.math3.util$ContinuedFraction:162 org.apache.commons.math3.util$ContinuedFraction:163 org.apache.commons.math3.util$ContinuedFraction:164 org.apache.commons.math3.util$ContinuedFraction:165 org.apache.commons.math3.util$ContinuedFraction:166 org.apache.commons.math3.util$ContinuedFraction:169 org.apache.commons.math3.util$ContinuedFraction:170 org.apache.commons.math3.util$ContinuedFraction:185 org.apache.commons.math3.util$ContinuedFraction:186 org.apache.commons.math3.util$ContinuedFraction:187 org.apache.commons.math3.util$ContinuedFraction:188 org.apache.commons.math3.util$ContinuedFraction:189",,,,,,,,,,,OTHER,"No test case generated."
Math,31,5,11386,8,N,N,"org.apache.commons.math3.util$ContinuedFraction:134 org.apache.commons.math3.util$ContinuedFraction:135 org.apache.commons.math3.util$ContinuedFraction:143 org.apache.commons.math3.util$ContinuedFraction:144 org.apache.commons.math3.util$ContinuedFraction:145 org.apache.commons.math3.util$ContinuedFraction:146 org.apache.commons.math3.util$ContinuedFraction:147 org.apache.commons.math3.util$ContinuedFraction:148 org.apache.commons.math3.util$ContinuedFraction:149 org.apache.commons.math3.util$ContinuedFraction:150 org.apache.commons.math3.util$ContinuedFraction:151 org.apache.commons.math3.util$ContinuedFraction:152 org.apache.commons.math3.util$ContinuedFraction:153 org.apache.commons.math3.util$ContinuedFraction:154 org.apache.commons.math3.util$ContinuedFraction:155 org.apache.commons.math3.util$ContinuedFraction:156 org.apache.commons.math3.util$ContinuedFraction:157 org.apache.commons.math3.util$ContinuedFraction:158 org.apache.commons.math3.util$ContinuedFraction:159 org.apache.commons.math3.util$ContinuedFraction:160 org.apache.commons.math3.util$ContinuedFraction:161 org.apache.commons.math3.util$ContinuedFraction:162 org.apache.commons.math3.util$ContinuedFraction:163 org.apache.commons.math3.util$ContinuedFraction:164 org.apache.commons.math3.util$ContinuedFraction:165 org.apache.commons.math3.util$ContinuedFraction:166 org.apache.commons.math3.util$ContinuedFraction:169 org.apache.commons.math3.util$ContinuedFraction:170 org.apache.commons.math3.util$ContinuedFraction:185 org.apache.commons.math3.util$ContinuedFraction:186 org.apache.commons.math3.util$ContinuedFraction:187 org.apache.commons.math3.util$ContinuedFraction:188 org.apache.commons.math3.util$ContinuedFraction:189",,,,,,,,,,,OTHER,"No test case generated."
Math,31,6,11386,8,N,N,"org.apache.commons.math3.util$ContinuedFraction:134 org.apache.commons.math3.util$ContinuedFraction:135 org.apache.commons.math3.util$ContinuedFraction:143 org.apache.commons.math3.util$ContinuedFraction:144 org.apache.commons.math3.util$ContinuedFraction:145 org.apache.commons.math3.util$ContinuedFraction:146 org.apache.commons.math3.util$ContinuedFraction:147 org.apache.commons.math3.util$ContinuedFraction:148 org.apache.commons.math3.util$ContinuedFraction:149 org.apache.commons.math3.util$ContinuedFraction:150 org.apache.commons.math3.util$ContinuedFraction:151 org.apache.commons.math3.util$ContinuedFraction:152 org.apache.commons.math3.util$ContinuedFraction:153 org.apache.commons.math3.util$ContinuedFraction:154 org.apache.commons.math3.util$ContinuedFraction:155 org.apache.commons.math3.util$ContinuedFraction:156 org.apache.commons.math3.util$ContinuedFraction:157 org.apache.commons.math3.util$ContinuedFraction:158 org.apache.commons.math3.util$ContinuedFraction:159 org.apache.commons.math3.util$ContinuedFraction:160 org.apache.commons.math3.util$ContinuedFraction:161 org.apache.commons.math3.util$ContinuedFraction:162 org.apache.commons.math3.util$ContinuedFraction:163 org.apache.commons.math3.util$ContinuedFraction:164 org.apache.commons.math3.util$ContinuedFraction:165 org.apache.commons.math3.util$ContinuedFraction:166 org.apache.commons.math3.util$ContinuedFraction:169 org.apache.commons.math3.util$ContinuedFraction:170 org.apache.commons.math3.util$ContinuedFraction:185 org.apache.commons.math3.util$ContinuedFraction:186 org.apache.commons.math3.util$ContinuedFraction:187 org.apache.commons.math3.util$ContinuedFraction:188 org.apache.commons.math3.util$ContinuedFraction:189",,,,,,,,,,,OTHER,"No test case generated."
Math,31,7,11386,8,N,N,"org.apache.commons.math3.util$ContinuedFraction:134 org.apache.commons.math3.util$ContinuedFraction:135 org.apache.commons.math3.util$ContinuedFraction:143 org.apache.commons.math3.util$ContinuedFraction:144 org.apache.commons.math3.util$ContinuedFraction:145 org.apache.commons.math3.util$ContinuedFraction:146 org.apache.commons.math3.util$ContinuedFraction:147 org.apache.commons.math3.util$ContinuedFraction:148 org.apache.commons.math3.util$ContinuedFraction:149 org.apache.commons.math3.util$ContinuedFraction:150 org.apache.commons.math3.util$ContinuedFraction:151 org.apache.commons.math3.util$ContinuedFraction:152 org.apache.commons.math3.util$ContinuedFraction:153 org.apache.commons.math3.util$ContinuedFraction:154 org.apache.commons.math3.util$ContinuedFraction:155 org.apache.commons.math3.util$ContinuedFraction:156 org.apache.commons.math3.util$ContinuedFraction:157 org.apache.commons.math3.util$ContinuedFraction:158 org.apache.commons.math3.util$ContinuedFraction:159 org.apache.commons.math3.util$ContinuedFraction:160 org.apache.commons.math3.util$ContinuedFraction:161 org.apache.commons.math3.util$ContinuedFraction:162 org.apache.commons.math3.util$ContinuedFraction:163 org.apache.commons.math3.util$ContinuedFraction:164 org.apache.commons.math3.util$ContinuedFraction:165 org.apache.commons.math3.util$ContinuedFraction:166 org.apache.commons.math3.util$ContinuedFraction:169 org.apache.commons.math3.util$ContinuedFraction:170 org.apache.commons.math3.util$ContinuedFraction:185 org.apache.commons.math3.util$ContinuedFraction:186 org.apache.commons.math3.util$ContinuedFraction:187 org.apache.commons.math3.util$ContinuedFraction:188 org.apache.commons.math3.util$ContinuedFraction:189",,,,,,,,,,,OTHER,"No test case generated."
Math,31,8,11386,8,N,N,"org.apache.commons.math3.util$ContinuedFraction:134 org.apache.commons.math3.util$ContinuedFraction:135 org.apache.commons.math3.util$ContinuedFraction:143 org.apache.commons.math3.util$ContinuedFraction:144 org.apache.commons.math3.util$ContinuedFraction:145 org.apache.commons.math3.util$ContinuedFraction:146 org.apache.commons.math3.util$ContinuedFraction:147 org.apache.commons.math3.util$ContinuedFraction:148 org.apache.commons.math3.util$ContinuedFraction:149 org.apache.commons.math3.util$ContinuedFraction:150 org.apache.commons.math3.util$ContinuedFraction:151 org.apache.commons.math3.util$ContinuedFraction:152 org.apache.commons.math3.util$ContinuedFraction:153 org.apache.commons.math3.util$ContinuedFraction:154 org.apache.commons.math3.util$ContinuedFraction:155 org.apache.commons.math3.util$ContinuedFraction:156 org.apache.commons.math3.util$ContinuedFraction:157 org.apache.commons.math3.util$ContinuedFraction:158 org.apache.commons.math3.util$ContinuedFraction:159 org.apache.commons.math3.util$ContinuedFraction:160 org.apache.commons.math3.util$ContinuedFraction:161 org.apache.commons.math3.util$ContinuedFraction:162 org.apache.commons.math3.util$ContinuedFraction:163 org.apache.commons.math3.util$ContinuedFraction:164 org.apache.commons.math3.util$ContinuedFraction:165 org.apache.commons.math3.util$ContinuedFraction:166 org.apache.commons.math3.util$ContinuedFraction:169 org.apache.commons.math3.util$ContinuedFraction:170 org.apache.commons.math3.util$ContinuedFraction:185 org.apache.commons.math3.util$ContinuedFraction:186 org.apache.commons.math3.util$ContinuedFraction:187 org.apache.commons.math3.util$ContinuedFraction:188 org.apache.commons.math3.util$ContinuedFraction:189",,,,,,,,,,,OTHER,"No test case generated."
Math,32,1,6766,10,Y,Y,org.apache.commons.math3.geometry.euclidean.twod$PolygonsSet:136,22,1,5,2,1,1,1,1,1,"EQUAL,EQUAL",FAILS_AFTER_FIX,"The roots of the problem are deeper in the program, according the issue tracker."
Math,32,2,6766,10,Y,Y,org.apache.commons.math3.geometry.euclidean.twod$PolygonsSet:136,22,1,5,2,1,1,1,1,1,"EQUAL,EQUAL",FAILS_AFTER_FIX,"The roots of the problem are deeper in the program, according the issue tracker."
Math,38,5,8735,6,Y,Y,"org.apache.commons.math.optimization.direct$BOBYQAOptimizer:1660 org.apache.commons.math.optimization.direct$BOBYQAOptimizer:1662 org.apache.commons.math.optimization.direct$BOBYQAOptimizer:1663 org.apache.commons.math.optimization.direct$BOBYQAOptimizer:1752",18,1,3,1,2,1,1,1,1,"EQUAL,EQUAL",FAILS_AFTER_FIX,
Math,38,6,8735,6,Y,Y,"org.apache.commons.math.optimization.direct$BOBYQAOptimizer:1660 org.apache.commons.math.optimization.direct$BOBYQAOptimizer:1662 org.apache.commons.math.optimization.direct$BOBYQAOptimizer:1663 org.apache.commons.math.optimization.direct$BOBYQAOptimizer:1752",18,1,5,1,2,1,1,1,1,"EQUAL,EQUAL",FAILS_AFTER_FIX,
Math,40,2,3340,5,Y,Y,"org.apache.commons.math.analysis.solvers$BracketingNthOrderBrentSolver:235 org.apache.commons.math.analysis.solvers$BracketingNthOrderBrentSolver:238",89,1,5,21,0,55,0.24253562503633,0,0.099014754297667,"EQUAL,EQUAL",NO_DEFECTIVE_FRAME,"Defective frame and defective statement not covered."
Math,40,3,3340,5,Y,Y,"org.apache.commons.math.analysis.solvers$BracketingNthOrderBrentSolver:235 org.apache.commons.math.analysis.solvers$BracketingNthOrderBrentSolver:238",89,1,5,21,89,87,0.24253562503633,0.10846522890933,0.19245008972988,"WORSE,WORSE",FAILS_AFTER_FIX,
Math,40,4,3340,5,Y,Y,"org.apache.commons.math.analysis.solvers$BracketingNthOrderBrentSolver:235 org.apache.commons.math.analysis.solvers$BracketingNthOrderBrentSolver:238",89,1,5,21,24,31,0.24253562503633,0.5,0.45643546458764,"BETTER,BETTER",INFERIOR,"The test case does not really cover the bug. Test case 3 and 4 fail after fix."
Math,40,5,3340,5,Y,Y,"org.apache.commons.math.analysis.solvers$BracketingNthOrderBrentSolver:235 org.apache.commons.math.analysis.solvers$BracketingNthOrderBrentSolver:238",89,1,5,21,69,61,0.24253562503633,0.21081851067789,0.28097574347451,"BETTER,BETTER",INFERIOR,"The test case does not really cover the bug. Test case 3 and 4 fail after fix."
Math,49,2,5082,4,N,N,"org.apache.commons.math.linear$OpenMapRealVector:345 org.apache.commons.math.linear$OpenMapRealVector:358 org.apache.commons.math.linear$OpenMapRealVector:370 org.apache.commons.math.linear$OpenMapRealVector:383",,,,,,,,,,,OTHER,"No test case generated."
Math,49,3,5082,4,Y,Y,"org.apache.commons.math.linear$OpenMapRealVector:345 org.apache.commons.math.linear$OpenMapRealVector:358 org.apache.commons.math.linear$OpenMapRealVector:370 org.apache.commons.math.linear$OpenMapRealVector:383",34,1,5,8,7,7,0.70710678118655,0.91287092917528,0.92582009977255,"EQUAL,BETTER",SUPERIOR,
Math,51,3,4364,7,Y,Y,"org.apache.commons.math.analysis.solvers$BaseSecantSolver:178 org.apache.commons.math.analysis.solvers$BaseSecantSolver:187",35,1,5,22,33,26,0.21320071635561,0.43852900965351,0.47140452079103,"WORSE,BETTER",FAILS_AFTER_FIX,"Botsing test cases still fails in fixed version. The generated test case uses the wrong solver."
Math,51,4,4364,7,N,N,"org.apache.commons.math.analysis.solvers$BaseSecantSolver:185 org.apache.commons.math.analysis.solvers$BaseSecantSolver:187 org.apache.commons.math.analysis.solvers$BaseSecantSolver:189",,,,,,,,,,,OTHER,"No test case generated."
Math,51,5,4364,7,Y,Y,"org.apache.commons.math.analysis.solvers$BaseSecantSolver:178 org.apache.commons.math.analysis.solvers$BaseSecantSolver:187",35,1,5,22,68,65,0.21320071635561,0.35777087639997,0.40032038451272,"WORSE,BETTER",FAILS_AFTER_FIX,
Math,51,6,4364,7,Y,Y,"org.apache.commons.math.analysis.solvers$BaseSecantSolver:178 org.apache.commons.math.analysis.solvers$BaseSecantSolver:187",35,1,5,22,37,27,0.21320071635561,0.43852900965351,0.47140452079103,"WORSE,BETTER",FAILS_AFTER_FIX,
Math,51,7,4364,7,N,N,"org.apache.commons.math.analysis.solvers$BaseSecantSolver:185 org.apache.commons.math.analysis.solvers$BaseSecantSolver:187 org.apache.commons.math.analysis.solvers$BaseSecantSolver:189",,,,,,,,,,,OTHER,"No test case generated."
Math,58,1,4241,12,N,N,org.apache.commons.math.optimization.fitting$GaussianFitter:121,7,1,0,24,0,24,0.40824829046386,0,0.40824829046386,"EQUAL,EQUAL",OTHER,"No test case could be generated."
Math,58,2,4241,12,N,N,org.apache.commons.math.optimization.fitting$GaussianFitter:121,7,1,0,24,0,24,0.40824829046386,0,0.40824829046386,"EQUAL,EQUAL",OTHER,"No test case could be generated"
Math,61,2,3691,3,Y,Y,"org.apache.commons.math.distribution$PoissonDistributionImpl:22 org.apache.commons.math.distribution$PoissonDistributionImpl:94",11,1,5,1,1,1,1,1,1,"EQUAL,EQUAL",EQUIVALENT,
Math,61,3,3691,3,Y,Y,"org.apache.commons.math.distribution$PoissonDistributionImpl:22 org.apache.commons.math.distribution$PoissonDistributionImpl:94",11,1,5,1,1,1,1,1,1,"EQUAL,EQUAL",EQUIVALENT,"Test 1, 2 and 3 the input should be a negative number."
